location,year,month,value,min,max,one,aggregation
Kamieńskiego,2021,Sep,979,979.233,979.233,1,1
Kamieńskiego,2021,Oct,757,756.516,756.516,1,1
Kamieńskiego,2021,Nov,446,445.933,445.933,1,1
Kamieńskiego,2021,Dec,201,200.774,200.774,1,1
Kamieńskiego,2022,Jan,153,153.452,153.452,1,1
Kamieńskiego,2022,Feb,261,260.5,260.5,1,1
Kamieńskiego,2022,Mar,545,544.71,544.71,1,1
Kamieńskiego,2022,Apr,581,580.5,580.5,1,1
Kamieńskiego,2022,May,1417,1416.548,1416.548,1,1
Kamieńskiego,2022,Jun,1478,1478.1,1478.1,1,1
Kamieńskiego,2022,Jul,1270,1270.258,1270.258,1,1
Kamieńskiego,2022,Aug,1418,1418.129,1418.129,1,1
Kamieńskiego,2022,Sep,961,961,961,1,1
Kamieńskiego,2022,Oct,905,904.857,904.857,1,1
Kamieńskiego,2022,Nov,,,,1,1
Kamieńskiego,2022,Dec,,,,1,1
Klimeckiego,2016,Jan,,,,1,1
Klimeckiego,2016,Feb,,,,1,1
Klimeckiego,2016,Mar,,,,1,1
Klimeckiego,2016,Apr,,,,1,1
Klimeckiego,2016,May,,,,1,1
Klimeckiego,2016,Jun,,,,1,1
Klimeckiego,2016,Jul,,,,1,1
Klimeckiego,2016,Aug,,,,1,1
Klimeckiego,2016,Sep,,,,1,1
Klimeckiego,2016,Oct,,,,1,1
Klimeckiego,2016,Nov,,,,1,1
Klimeckiego,2016,Dec,,,,1,1
Klimeckiego,2017,Jan,,,,1,1
Klimeckiego,2017,Feb,,,,1,1
Klimeckiego,2017,Mar,,,,1,1
Klimeckiego,2017,Apr,,,,1,1
Klimeckiego,2017,May,,,,1,1
Klimeckiego,2017,Jun,,,,1,1
Klimeckiego,2017,Jul,,,,1,1
Klimeckiego,2017,Aug,,,,1,1
Klimeckiego,2017,Sep,,,,1,1
Klimeckiego,2017,Oct,,,,1,1
Klimeckiego,2017,Nov,,,,1,1
Klimeckiego,2017,Dec,,,,1,1
Klimeckiego,2018,Jan,,,,1,1
Klimeckiego,2018,Feb,,,,1,1
Klimeckiego,2018,Mar,,,,1,1
Klimeckiego,2018,Apr,,,,1,1
Klimeckiego,2018,May,,,,1,1
Klimeckiego,2018,Jun,,,,1,1
Klimeckiego,2018,Jul,1498,1497.852,1497.852,1,1
Klimeckiego,2018,Aug,1813,1812.774,1812.774,1,1
Klimeckiego,2018,Sep,1413,1412.967,1412.967,1,1
Klimeckiego,2018,Oct,866,866.129,866.129,1,1
Klimeckiego,2018,Nov,501,500.6,500.6,1,1
Klimeckiego,2018,Dec,218,217.71,217.71,1,1
Klimeckiego,2019,Jan,165,164.71,164.71,1,1
Klimeckiego,2019,Feb,349,348.5,348.5,1,1
Klimeckiego,2019,Mar,621,620.806,620.806,1,1
Klimeckiego,2019,Apr,997,996.867,996.867,1,1
Klimeckiego,2019,May,1055,1055.065,1055.065,1,1
Klimeckiego,2019,Jun,2198,2197.5,2197.5,1,1
Klimeckiego,2019,Jul,1889,1889.129,1889.129,1,1
Klimeckiego,2019,Aug,1611,1611.258,1611.258,1,1
Klimeckiego,2019,Sep,1338,1338.4,1338.4,1,1
Klimeckiego,2019,Oct,1166,1165.839,1165.839,1,1
Klimeckiego,2019,Nov,646,646.1,646.1,1,1
Klimeckiego,2019,Dec,410,410.355,410.355,1,1
Klimeckiego,2020,Jan,402,401.677,401.677,1,1
Klimeckiego,2020,Feb,411,411.103,411.103,1,1
Klimeckiego,2020,Mar,517,517.097,517.097,1,1
Klimeckiego,2020,Apr,730,729.833,729.833,1,1
Klimeckiego,2020,May,1210,1210.355,1210.355,1,1
Klimeckiego,2020,Jun,1751,1751.4,1751.4,1,1
Klimeckiego,2020,Jul,2229,2228.581,2228.581,1,1
Klimeckiego,2020,Aug,2072,2071.516,2071.516,1,1
Klimeckiego,2020,Sep,1664,1664.2,1664.2,1,1
Klimeckiego,2020,Oct,886,885.581,885.581,1,1
Klimeckiego,2020,Nov,670,670.267,670.267,1,1
Klimeckiego,2020,Dec,410,409.548,409.548,1,1
Klimeckiego,2021,Jan,303,302.581,302.581,1,1
Klimeckiego,2021,Feb,346,345.893,345.893,1,1
Klimeckiego,2021,Mar,650,650.355,650.355,1,1
Klimeckiego,2021,Apr,853,853.367,853.367,1,1
Klimeckiego,2021,May,1405,1405.129,1405.129,1,1
Klimeckiego,2021,Jun,2199,2198.633,2198.633,1,1
Klimeckiego,2021,Jul,1906,1905.645,1905.645,1,1
Klimeckiego,2021,Aug,1496,1495.677,1495.677,1,1
Klimeckiego,2021,Sep,1421,1420.8,1420.8,1,1
Klimeckiego,2021,Oct,1049,1049.194,1049.194,1,1
Klimeckiego,2021,Nov,652,652.4,652.4,1,1
Klimeckiego,2021,Dec,335,335.484,335.484,1,1
Klimeckiego,2022,Jan,283,283.419,283.419,1,1
Klimeckiego,2022,Feb,403,402.607,402.607,1,1
Klimeckiego,2022,Mar,785,784.548,784.548,1,1
Klimeckiego,2022,Apr,799,798.767,798.767,1,1
Klimeckiego,2022,May,1905,1904.839,1904.839,1,1
Klimeckiego,2022,Jun,2172,2172.033,2172.033,1,1
Klimeckiego,2022,Jul,1941,1941,1941,1,1
Klimeckiego,2022,Aug,2041,2040.581,2040.581,1,1
Klimeckiego,2022,Sep,1309,1308.567,1308.567,1,1
Klimeckiego,2022,Oct,1196,1196.429,1196.429,1,1
Klimeckiego,2022,Nov,,,,1,1
Klimeckiego,2022,Dec,,,,1,1
Kopernika,2016,Jan,,,,1,1
Kopernika,2016,Feb,,,,1,1
Kopernika,2016,Mar,,,,1,1
Kopernika,2016,Apr,,,,1,1
Kopernika,2016,May,,,,1,1
Kopernika,2016,Jun,,,,1,1
Kopernika,2016,Jul,,,,1,1
Kopernika,2016,Aug,,,,1,1
Kopernika,2016,Sep,,,,1,1
Kopernika,2016,Oct,,,,1,1
Kopernika,2016,Nov,,,,1,1
Kopernika,2016,Dec,,,,1,1
Kopernika,2017,Jan,,,,1,1
Kopernika,2017,Feb,,,,1,1
Kopernika,2017,Mar,,,,1,1
Kopernika,2017,Apr,,,,1,1
Kopernika,2017,May,,,,1,1
Kopernika,2017,Jun,,,,1,1
Kopernika,2017,Jul,,,,1,1
Kopernika,2017,Aug,,,,1,1
Kopernika,2017,Sep,,,,1,1
Kopernika,2017,Oct,,,,1,1
Kopernika,2017,Nov,,,,1,1
Kopernika,2017,Dec,,,,1,1
Kopernika,2018,Jan,,,,1,1
Kopernika,2018,Feb,,,,1,1
Kopernika,2018,Mar,,,,1,1
Kopernika,2018,Apr,,,,1,1
Kopernika,2018,May,,,,1,1
Kopernika,2018,Jun,,,,1,1
Kopernika,2018,Jul,2245,2244.72,2244.72,1,1
Kopernika,2018,Aug,2681,2681.29,2681.29,1,1
Kopernika,2018,Sep,2355,2355.367,2355.367,1,1
Kopernika,2018,Oct,1801,1801.065,1801.065,1,1
Kopernika,2018,Nov,1051,1051.333,1051.333,1,1
Kopernika,2018,Dec,487,486.839,486.839,1,1
Kopernika,2019,Jan,366,365.774,365.774,1,1
Kopernika,2019,Feb,677,677.071,677.071,1,1
Kopernika,2019,Mar,1199,1198.806,1198.806,1,1
Kopernika,2019,Apr,1830,1829.933,1829.933,1,1
Kopernika,2019,May,1931,1931.484,1931.484,1,1
Kopernika,2019,Jun,3314,3313.967,3313.967,1,1
Kopernika,2019,Jul,2995,2994.677,2994.677,1,1
Kopernika,2019,Aug,2733,2733.258,2733.258,1,1
Kopernika,2019,Sep,2372,2372.233,2372.233,1,1
Kopernika,2019,Oct,2249,2249,2249,1,1
Kopernika,2019,Nov,1335,1334.967,1334.967,1,1
Kopernika,2019,Dec,869,869.29,869.29,1,1
Kopernika,2020,Jan,804,804.355,804.355,1,1
Kopernika,2020,Feb,800,799.759,799.759,1,1
Kopernika,2020,Mar,907,907.129,907.129,1,1
Kopernika,2020,Apr,1144,1144.267,1144.267,1,1
Kopernika,2020,May,1863,1862.71,1862.71,1,1
Kopernika,2020,Jun,2683,2683.4,2683.4,1,1
Kopernika,2020,Jul,3099,3098.871,3098.871,1,1
Kopernika,2020,Aug,2776,2776.065,2776.065,1,1
Kopernika,2020,Sep,2692,2692.067,2692.067,1,1
Kopernika,2020,Oct,1692,1692.097,1692.097,1,1
Kopernika,2020,Nov,1296,1295.833,1295.833,1,1
Kopernika,2020,Dec,897,896.516,896.516,1,1
Kopernika,2021,Jan,686,685.839,685.839,1,1
Kopernika,2021,Feb,772,771.571,771.571,1,1
Kopernika,2021,Mar,1230,1230.194,1230.194,1,1
Kopernika,2021,Apr,1462,1462.167,1462.167,1,1
Kopernika,2021,May,2349,2348.645,2348.645,1,1
Kopernika,2021,Jun,3269,3269.333,3269.333,1,1
Kopernika,2021,Jul,2863,2862.742,2862.742,1,1
Kopernika,2021,Aug,2266,2265.806,2265.806,1,1
Kopernika,2021,Sep,2414,2413.767,2413.767,1,1
Kopernika,2021,Oct,2015,2015.323,2015.323,1,1
Kopernika,2021,Nov,1346,1346.1,1346.1,1,1
Kopernika,2021,Dec,718,718.258,718.258,1,1
Kopernika,2022,Jan,643,642.839,642.839,1,1
Kopernika,2022,Feb,835,835.179,835.179,1,1
Kopernika,2022,Mar,1488,1488.161,1488.161,1,1
Kopernika,2022,Apr,1540,1540.367,1540.367,1,1
Kopernika,2022,May,3109,3109.484,3109.484,1,1
Kopernika,2022,Jun,3134,3134.367,3134.367,1,1
Kopernika,2022,Jul,2651,2651.323,2651.323,1,1
Kopernika,2022,Aug,2774,2773.516,2773.516,1,1
Kopernika,2022,Sep,2125,2124.633,2124.633,1,1
Kopernika,2022,Oct,2032,2032.071,2032.071,1,1
Kopernika,2022,Nov,,,,1,1
Kopernika,2022,Dec,,,,1,1
Kotlarska,2016,Jan,,,,1,1
Kotlarska,2016,Feb,,,,1,1
Kotlarska,2016,Mar,,,,1,1
Kotlarska,2016,Apr,,,,1,1
Kotlarska,2016,May,,,,1,1
Kotlarska,2016,Jun,,,,1,1
Kotlarska,2016,Jul,,,,1,1
Kotlarska,2016,Aug,,,,1,1
Kotlarska,2016,Sep,,,,1,1
Kotlarska,2016,Oct,,,,1,1
Kotlarska,2016,Nov,556,555.923,555.923,1,1
Kotlarska,2016,Dec,308,307.935,307.935,1,1
Kotlarska,2017,Jan,208,207.71,207.71,1,1
Kotlarska,2017,Feb,296,296.071,296.071,1,1
Kotlarska,2017,Mar,755,754.935,754.935,1,1
Kotlarska,2017,Apr,823,822.7,822.7,1,1
Kotlarska,2017,May,1724,1724.452,1724.452,1,1
Kotlarska,2017,Jun,2671,2671.4,2671.4,1,1
Kotlarska,2017,Jul,2502,2501.968,2501.968,1,1
Kotlarska,2017,Aug,1704,1704,1704,1,1
Kotlarska,2017,Sep,1093,1092.8,1092.8,1,1
Kotlarska,2017,Oct,1184,1183.677,1183.677,1,1
Kotlarska,2017,Nov,675,675.1,675.1,1,1
Kotlarska,2017,Dec,359,358.677,358.677,1,1
Kotlarska,2018,Jan,373,373.226,373.226,1,1
Kotlarska,2018,Feb,284,284.036,284.036,1,1
Kotlarska,2018,Mar,512,511.548,511.548,1,1
Kotlarska,2018,Apr,2294,2293.967,2293.967,1,1
Kotlarska,2018,May,2683,2683.452,2683.452,1,1
Kotlarska,2018,Jun,1338,1337.8,1337.8,1,1
Kotlarska,2018,Jul,2302,2301.677,2301.677,1,1
Kotlarska,2018,Aug,2598,2598.226,2598.226,1,1
Kotlarska,2018,Sep,2167,2167.333,2167.333,1,1
Kotlarska,2018,Oct,1528,1527.774,1527.774,1,1
Kotlarska,2018,Nov,896,895.767,895.767,1,1
Kotlarska,2018,Dec,396,396,396,1,1
Kotlarska,2019,Jan,306,305.806,305.806,1,1
Kotlarska,2019,Feb,628,627.571,627.571,1,1
Kotlarska,2019,Mar,1047,1046.581,1046.581,1,1
Kotlarska,2019,Apr,1684,1683.767,1683.767,1,1
Kotlarska,2019,May,1667,1667.258,1667.258,1,1
Kotlarska,2019,Jun,3105,3104.8,3104.8,1,1
Kotlarska,2019,Jul,2884,2883.871,2883.871,1,1
Kotlarska,2019,Aug,2676,2676.387,2676.387,1,1
Kotlarska,2019,Sep,2270,2269.9,2269.9,1,1
Kotlarska,2019,Oct,2081,2080.581,2080.581,1,1
Kotlarska,2019,Nov,1208,1207.967,1207.967,1,1
Kotlarska,2019,Dec,783,782.806,782.806,1,1
Kotlarska,2020,Jan,766,765.903,765.903,1,1
Kotlarska,2020,Feb,793,793.138,793.138,1,1
Kotlarska,2020,Mar,847,846.742,846.742,1,1
Kotlarska,2020,Apr,1035,1035.4,1035.4,1,1
Kotlarska,2020,May,1695,1694.742,1694.742,1,1
Kotlarska,2020,Jun,2466,2465.867,2465.867,1,1
Kotlarska,2020,Jul,3130,3129.71,3129.71,1,1
Kotlarska,2020,Aug,2933,2932.774,2932.774,1,1
Kotlarska,2020,Sep,2630,2630.233,2630.233,1,1
Kotlarska,2020,Oct,1533,1533.194,1533.194,1,1
Kotlarska,2020,Nov,1213,1213.167,1213.167,1,1
Kotlarska,2020,Dec,768,767.839,767.839,1,1
Kotlarska,2021,Jan,577,576.581,576.581,1,1
Kotlarska,2021,Feb,628,627.821,627.821,1,1
Kotlarska,2021,Mar,1152,1152.258,1152.258,1,1
Kotlarska,2021,Apr,1359,1359.167,1359.167,1,1
Kotlarska,2021,May,2210,2210.323,2210.323,1,1
Kotlarska,2021,Jun,3194,3194.333,3194.333,1,1
Kotlarska,2021,Jul,2808,2808.065,2808.065,1,1
Kotlarska,2021,Aug,2242,2241.935,2241.935,1,1
Kotlarska,2021,Sep,2303,2303.2,2303.2,1,1
Kotlarska,2021,Oct,1841,1840.806,1840.806,1,1
Kotlarska,2021,Nov,1215,1214.967,1214.967,1,1
Kotlarska,2021,Dec,659,658.774,658.774,1,1
Kotlarska,2022,Jan,555,554.903,554.903,1,1
Kotlarska,2022,Feb,778,778.071,778.071,1,1
Kotlarska,2022,Mar,1361,1360.742,1360.742,1,1
Kotlarska,2022,Apr,1439,1438.633,1438.633,1,1
Kotlarska,2022,May,2954,2953.645,2953.645,1,1
Kotlarska,2022,Jun,3247,3246.733,3246.733,1,1
Kotlarska,2022,Jul,2858,2857.903,2857.903,1,1
Kotlarska,2022,Aug,3015,3014.839,3014.839,1,1
Kotlarska,2022,Sep,2157,2157.033,2157.033,1,1
Kotlarska,2022,Oct,2048,2047.714,2047.714,1,1
Kotlarska,2022,Nov,,,,1,1
Kotlarska,2022,Dec,,,,1,1
Mogilska,2016,Jan,,,,1,1
Mogilska,2016,Feb,,,,1,1
Mogilska,2016,Mar,,,,1,1
Mogilska,2016,Apr,,,,1,1
Mogilska,2016,May,,,,1,1
Mogilska,2016,Jun,,,,1,1
Mogilska,2016,Jul,,,,1,1
Mogilska,2016,Aug,,,,1,1
Mogilska,2016,Sep,,,,1,1
Mogilska,2016,Oct,,,,1,1
Mogilska,2016,Nov,908,908.385,908.385,1,1
Mogilska,2016,Dec,518,518,518,1,1
Mogilska,2017,Jan,334,333.935,333.935,1,1
Mogilska,2017,Feb,435,435.286,435.286,1,1
Mogilska,2017,Mar,1159,1159.032,1159.032,1,1
Mogilska,2017,Apr,1240,1240.1,1240.1,1,1
Mogilska,2017,May,2359,2358.645,2358.645,1,1
Mogilska,2017,Jun,3551,3551.4,3551.4,1,1
Mogilska,2017,Jul,3198,3197.677,3197.677,1,1
Mogilska,2017,Aug,3209,3208.742,3208.742,1,1
Mogilska,2017,Sep,2030,2030.167,2030.167,1,1
Mogilska,2017,Oct,1735,1734.581,1734.581,1,1
Mogilska,2017,Nov,1060,1060.1,1060.1,1,1
Mogilska,2017,Dec,581,580.548,580.548,1,1
Mogilska,2018,Jan,587,587.129,587.129,1,1
Mogilska,2018,Feb,450,449.643,449.643,1,1
Mogilska,2018,Mar,752,751.968,751.968,1,1
Mogilska,2018,Apr,2977,2977.167,2977.167,1,1
Mogilska,2018,May,3343,3342.742,3342.742,1,1
Mogilska,2018,Jun,3259,3258.5,3258.5,1,1
Mogilska,2018,Jul,2870,2870.258,2870.258,1,1
Mogilska,2018,Aug,3137,3136.516,3136.516,1,1
Mogilska,2018,Sep,2743,2742.867,2742.867,1,1
Mogilska,2018,Oct,2018,2018.323,2018.323,1,1
Mogilska,2018,Nov,1178,1178.4,1178.4,1,1
Mogilska,2018,Dec,539,539,539,1,1
Mogilska,2019,Jan,415,415.419,415.419,1,1
Mogilska,2019,Feb,812,811.857,811.857,1,1
Mogilska,2019,Mar,1351,1351.419,1351.419,1,1
Mogilska,2019,Apr,2049,2049.267,2049.267,1,1
Mogilska,2019,May,2089,2089.258,2089.258,1,1
Mogilska,2019,Jun,3644,3644.167,3644.167,1,1
Mogilska,2019,Jul,3395,3394.806,3394.806,1,1
Mogilska,2019,Aug,3161,3161.29,3161.29,1,1
Mogilska,2019,Sep,2724,2724.167,2724.167,1,1
Mogilska,2019,Oct,2486,2485.742,2485.742,1,1
Mogilska,2019,Nov,1461,1461.1,1461.1,1,1
Mogilska,2019,Dec,948,948.194,948.194,1,1
Mogilska,2020,Jan,902,902.129,902.129,1,1
Mogilska,2020,Feb,909,909.414,909.414,1,1
Mogilska,2020,Mar,1047,1047.484,1047.484,1,1
Mogilska,2020,Apr,1379,1378.767,1378.767,1,1
Mogilska,2020,May,2173,2173.323,2173.323,1,1
Mogilska,2020,Jun,3183,3183.367,3183.367,1,1
Mogilska,2020,Jul,3813,3812.677,3812.677,1,1
Mogilska,2020,Aug,3444,3444.065,3444.065,1,1
Mogilska,2020,Sep,3248,3247.6,3247.6,1,1
Mogilska,2020,Oct,2003,2002.677,2002.677,1,1
Mogilska,2020,Nov,1452,1451.667,1451.667,1,1
Mogilska,2020,Dec,928,927.871,927.871,1,1
Mogilska,2021,Jan,682,682.29,682.29,1,1
Mogilska,2021,Feb,803,803.464,803.464,1,1
Mogilska,2021,Mar,1363,1362.935,1362.935,1,1
Mogilska,2021,Apr,1634,1633.9,1633.9,1,1
Mogilska,2021,May,2664,2664.484,2664.484,1,1
Mogilska,2021,Jun,3761,3761.2,3761.2,1,1
Mogilska,2021,Jul,3294,3293.935,3293.935,1,1
Mogilska,2021,Aug,2621,2621.065,2621.065,1,1
Mogilska,2021,Sep,2792,2791.7,2791.7,1,1
Mogilska,2021,Oct,2338,2337.903,2337.903,1,1
Mogilska,2021,Nov,1529,1529.433,1529.433,1,1
Mogilska,2021,Dec,796,795.968,795.968,1,1
Mogilska,2022,Jan,656,656.355,656.355,1,1
Mogilska,2022,Feb,927,926.643,926.643,1,1
Mogilska,2022,Mar,1689,1689.452,1689.452,1,1
Mogilska,2022,Apr,1779,1778.6,1778.6,1,1
Mogilska,2022,May,3665,3664.613,3664.613,1,1
Mogilska,2022,Jun,3808,3807.933,3807.933,1,1
Mogilska,2022,Jul,3288,3287.935,3287.935,1,1
Mogilska,2022,Aug,3537,3537.097,3537.097,1,1
Mogilska,2022,Sep,2679,2679.433,2679.433,1,1
Mogilska,2022,Oct,2558,2558.286,2558.286,1,1
Mogilska,2022,Nov,,,,1,1
Mogilska,2022,Dec,,,,1,1
Monte Cassino,2016,Jan,,,,1,1
Monte Cassino,2016,Feb,,,,1,1
Monte Cassino,2016,Mar,,,,1,1
Monte Cassino,2016,Apr,,,,1,1
Monte Cassino,2016,May,,,,1,1
Monte Cassino,2016,Jun,,,,1,1
Monte Cassino,2016,Jul,,,,1,1
Monte Cassino,2016,Aug,,,,1,1
Monte Cassino,2016,Sep,,,,1,1
Monte Cassino,2016,Oct,,,,1,1
Monte Cassino,2016,Nov,,,,1,1
Monte Cassino,2016,Dec,,,,1,1
Monte Cassino,2017,Jan,,,,1,1
Monte Cassino,2017,Feb,,,,1,1
Monte Cassino,2017,Mar,,,,1,1
Monte Cassino,2017,Apr,,,,1,1
Monte Cassino,2017,May,,,,1,1
Monte Cassino,2017,Jun,,,,1,1
Monte Cassino,2017,Jul,,,,1,1
Monte Cassino,2017,Aug,,,,1,1
Monte Cassino,2017,Sep,,,,1,1
Monte Cassino,2017,Oct,,,,1,1
Monte Cassino,2017,Nov,505,505.063,505.063,1,1
Monte Cassino,2017,Dec,307,307.097,307.097,1,1
Monte Cassino,2018,Jan,333,333.065,333.065,1,1
Monte Cassino,2018,Feb,229,228.714,228.714,1,1
Monte Cassino,2018,Mar,435,434.71,434.71,1,1
Monte Cassino,2018,Apr,1939,1938.633,1938.633,1,1
Monte Cassino,2018,May,2190,2189.806,2189.806,1,1
Monte Cassino,2018,Jun,1996,1996.2,1996.2,1,1
Monte Cassino,2018,Jul,1834,1833.742,1833.742,1,1
Monte Cassino,2018,Aug,2053,2052.645,2052.645,1,1
Monte Cassino,2018,Sep,1701,1700.967,1700.967,1,1
Monte Cassino,2018,Oct,1143,1142.903,1142.903,1,1
Monte Cassino,2018,Nov,663,662.567,662.567,1,1
Monte Cassino,2018,Dec,284,284.065,284.065,1,1
Monte Cassino,2019,Jan,189,188.742,188.742,1,1
Monte Cassino,2019,Feb,458,457.5,457.5,1,1
Monte Cassino,2019,Mar,838,838.452,838.452,1,1
Monte Cassino,2019,Apr,1343,1343.167,1343.167,1,1
Monte Cassino,2019,May,1488,1487.581,1487.581,1,1
Monte Cassino,2019,Jun,2814,2814.333,2814.333,1,1
Monte Cassino,2019,Jul,2570,2570.29,2570.29,1,1
Monte Cassino,2019,Aug,2384,2383.968,2383.968,1,1
Monte Cassino,2019,Sep,1825,1825.433,1825.433,1,1
Monte Cassino,2019,Oct,1781,1780.871,1780.871,1,1
Monte Cassino,2019,Nov,1016,1016.033,1016.033,1,1
Monte Cassino,2019,Dec,626,625.839,625.839,1,1
Monte Cassino,2020,Jan,573,572.71,572.71,1,1
Monte Cassino,2020,Feb,614,613.966,613.966,1,1
Monte Cassino,2020,Mar,742,742,742,1,1
Monte Cassino,2020,Apr,895,895.067,895.067,1,1
Monte Cassino,2020,May,1588,1587.774,1587.774,1,1
Monte Cassino,2020,Jun,2340,2340.167,2340.167,1,1
Monte Cassino,2020,Jul,2761,2760.774,2760.774,1,1
Monte Cassino,2020,Aug,2613,2613.161,2613.161,1,1
Monte Cassino,2020,Sep,2416,2416.433,2416.433,1,1
Monte Cassino,2020,Oct,1364,1364.484,1364.484,1,1
Monte Cassino,2020,Nov,975,975.467,975.467,1,1
Monte Cassino,2020,Dec,587,587.484,587.484,1,1
Monte Cassino,2021,Jan,436,435.774,435.774,1,1
Monte Cassino,2021,Feb,491,491.286,491.286,1,1
Monte Cassino,2021,Mar,908,908.29,908.29,1,1
Monte Cassino,2021,Apr,1207,1207.333,1207.333,1,1
Monte Cassino,2021,May,1895,1895.194,1895.194,1,1
Monte Cassino,2021,Jun,2757,2756.567,2756.567,1,1
Monte Cassino,2021,Jul,2419,2418.871,2418.871,1,1
Monte Cassino,2021,Aug,1976,1976.161,1976.161,1,1
Monte Cassino,2021,Sep,1943,1942.8,1942.8,1,1
Monte Cassino,2021,Oct,1500,1500.387,1500.387,1,1
Monte Cassino,2021,Nov,958,957.967,957.967,1,1
Monte Cassino,2021,Dec,483,482.968,482.968,1,1
Monte Cassino,2022,Jan,399,399.387,399.387,1,1
Monte Cassino,2022,Feb,586,585.893,585.893,1,1
Monte Cassino,2022,Mar,1128,1127.935,1127.935,1,1
Monte Cassino,2022,Apr,1163,1163.367,1163.367,1,1
Monte Cassino,2022,May,2547,2546.742,2546.742,1,1
Monte Cassino,2022,Jun,2784,2784.467,2784.467,1,1
Monte Cassino,2022,Jul,2344,2344.387,2344.387,1,1
Monte Cassino,2022,Aug,2528,2528.097,2528.097,1,1
Monte Cassino,2022,Sep,1679,1679.033,1679.033,1,1
Monte Cassino,2022,Oct,1600,1599.786,1599.786,1,1
Monte Cassino,2022,Nov,,,,1,1
Monte Cassino,2022,Dec,,,,1,1
Niepołomska,2016,Jan,,,,1,1
Niepołomska,2016,Feb,,,,1,1
Niepołomska,2016,Mar,,,,1,1
Niepołomska,2016,Apr,,,,1,1
Niepołomska,2016,May,,,,1,1
Niepołomska,2016,Jun,,,,1,1
Niepołomska,2016,Jul,,,,1,1
Niepołomska,2016,Aug,,,,1,1
Niepołomska,2016,Sep,,,,1,1
Niepołomska,2016,Oct,,,,1,1
Niepołomska,2016,Nov,,,,1,1
Niepołomska,2016,Dec,,,,1,1
Niepołomska,2017,Jan,,,,1,1
Niepołomska,2017,Feb,,,,1,1
Niepołomska,2017,Mar,,,,1,1
Niepołomska,2017,Apr,,,,1,1
Niepołomska,2017,May,,,,1,1
Niepołomska,2017,Jun,,,,1,1
Niepołomska,2017,Jul,,,,1,1
Niepołomska,2017,Aug,,,,1,1
Niepołomska,2017,Sep,,,,1,1
Niepołomska,2017,Oct,,,,1,1
