location,year,month,value,min,max,one,aggregation
Niepołomska,2017,Nov,,,,1,1
Niepołomska,2017,Dec,,,,1,1
Niepołomska,2018,Jan,,,,1,1
Niepołomska,2018,Feb,,,,1,1
Niepołomska,2018,Mar,,,,1,1
Niepołomska,2018,Apr,,,,1,1
Niepołomska,2018,May,,,,1,1
Niepołomska,2018,Jun,,,,1,1
Niepołomska,2018,Jul,,,,1,1
Niepołomska,2018,Aug,,,,1,1
Niepołomska,2018,Sep,,,,1,1
Niepołomska,2018,Oct,,,,1,1
Niepołomska,2018,Nov,,,,1,1
Niepołomska,2018,Dec,,,,1,1
Niepołomska,2019,Jan,,,,1,1
Niepołomska,2019,Feb,,,,1,1
Niepołomska,2019,Mar,,,,1,1
Niepołomska,2019,Apr,,,,1,1
Niepołomska,2019,May,,,,1,1
Niepołomska,2019,Jun,,,,1,1
Niepołomska,2019,Jul,,,,1,1
Niepołomska,2019,Aug,,,,1,1
Niepołomska,2019,Sep,,,,1,1
Niepołomska,2019,Oct,,,,1,1
Niepołomska,2019,Nov,,,,1,1
Niepołomska,2019,Dec,,,,1,1
Niepołomska,2020,Jan,,,,1,1
Niepołomska,2020,Feb,,,,1,1
Niepołomska,2020,Mar,,,,1,1
Niepołomska,2020,Apr,,,,1,1
Niepołomska,2020,May,,,,1,1
Niepołomska,2020,Jun,,,,1,1
Niepołomska,2020,Jul,,,,1,1
Niepołomska,2020,Aug,,,,1,1
Niepołomska,2020,Sep,,,,1,1
Niepołomska,2020,Oct,,,,1,1
Niepołomska,2020,Nov,,,,1,1
Niepołomska,2020,Dec,170,170.2,170.2,1,1
Niepołomska,2021,Jan,144,144.29,144.29,1,1
Niepołomska,2021,Feb,198,198.429,198.429,1,1
Niepołomska,2021,Mar,503,503.097,503.097,1,1
Niepołomska,2021,Apr,926,926.367,926.367,1,1
Niepołomska,2021,May,1294,1294.387,1294.387,1,1
Niepołomska,2021,Jun,1670,1669.933,1669.933,1,1
Niepołomska,2021,Jul,1441,1440.871,1440.871,1,1
Niepołomska,2021,Aug,1193,1192.774,1192.774,1,1
Niepołomska,2021,Sep,1050,1050,1050,1,1
Niepołomska,2021,Oct,741,741.032,741.032,1,1
Niepołomska,2021,Nov,344,343.967,343.967,1,1
Niepołomska,2021,Dec,107,106.903,106.903,1,1
Niepołomska,2022,Jan,122,122.065,122.065,1,1
Niepołomska,2022,Feb,154,153.821,153.821,1,1
Niepołomska,2022,Mar,542,541.742,541.742,1,1
Niepołomska,2022,Apr,580,580.2,580.2,1,1
Niepołomska,2022,May,1624,1624.194,1624.194,1,1
Niepołomska,2022,Jun,1584,1583.867,1583.867,1,1
Niepołomska,2022,Jul,1312,1312.355,1312.355,1,1
Niepołomska,2022,Aug,1429,1428.871,1428.871,1,1
Niepołomska,2022,Sep,720,720.033,720.033,1,1
Niepołomska,2022,Oct,732,731.714,731.714,1,1
Niepołomska,2022,Nov,,,,1,1
Niepołomska,2022,Dec,,,,1,1
Nowohucka,2016,Jan,,,,1,1
Nowohucka,2016,Feb,,,,1,1
Nowohucka,2016,Mar,,,,1,1
Nowohucka,2016,Apr,,,,1,1
Nowohucka,2016,May,,,,1,1
Nowohucka,2016,Jun,,,,1,1
Nowohucka,2016,Jul,,,,1,1
Nowohucka,2016,Aug,,,,1,1
Nowohucka,2016,Sep,,,,1,1
Nowohucka,2016,Oct,,,,1,1
Nowohucka,2016,Nov,,,,1,1
Nowohucka,2016,Dec,,,,1,1
Nowohucka,2017,Jan,,,,1,1
Nowohucka,2017,Feb,,,,1,1
Nowohucka,2017,Mar,,,,1,1
Nowohucka,2017,Apr,,,,1,1
Nowohucka,2017,May,,,,1,1
Nowohucka,2017,Jun,,,,1,1
Nowohucka,2017,Jul,,,,1,1
Nowohucka,2017,Aug,,,,1,1
Nowohucka,2017,Sep,,,,1,1
Nowohucka,2017,Oct,,,,1,1
Nowohucka,2017,Nov,,,,1,1
Nowohucka,2017,Dec,,,,1,1
Nowohucka,2018,Jan,,,,1,1
Nowohucka,2018,Feb,,,,1,1
Nowohucka,2018,Mar,,,,1,1
Nowohucka,2018,Apr,,,,1,1
Nowohucka,2018,May,,,,1,1
Nowohucka,2018,Jun,,,,1,1
Nowohucka,2018,Jul,638,638.077,638.077,1,1
Nowohucka,2018,Aug,828,828.484,828.484,1,1
Nowohucka,2018,Sep,683,682.867,682.867,1,1
Nowohucka,2018,Oct,426,425.968,425.968,1,1
Nowohucka,2018,Nov,219,218.7,218.7,1,1
Nowohucka,2018,Dec,94,93.71,93.71,1,1
Nowohucka,2019,Jan,68,67.613,67.613,1,1
Nowohucka,2019,Feb,154,153.964,153.964,1,1
Nowohucka,2019,Mar,301,301.419,301.419,1,1
Nowohucka,2019,Apr,481,480.767,480.767,1,1
Nowohucka,2019,May,531,531.129,531.129,1,1
Nowohucka,2019,Jun,1057,1057.2,1057.2,1,1
Nowohucka,2019,Jul,927,926.774,926.774,1,1
Nowohucka,2019,Aug,871,871.065,871.065,1,1
Nowohucka,2019,Sep,651,651.2,651.2,1,1
Nowohucka,2019,Oct,570,570.387,570.387,1,1
Nowohucka,2019,Nov,291,290.733,290.733,1,1
Nowohucka,2019,Dec,185,185.29,185.29,1,1
Nowohucka,2020,Jan,177,177.032,177.032,1,1
Nowohucka,2020,Feb,187,187,187,1,1
Nowohucka,2020,Mar,273,273.484,273.484,1,1
Nowohucka,2020,Apr,475,474.6,474.6,1,1
Nowohucka,2020,May,719,719.065,719.065,1,1
Nowohucka,2020,Jun,954,954,954,1,1
Nowohucka,2020,Jul,1159,1159,1159,1,1
Nowohucka,2020,Aug,1001,1001.097,1001.097,1,1
Nowohucka,2020,Sep,828,827.567,827.567,1,1
Nowohucka,2020,Oct,452,452.323,452.323,1,1
Nowohucka,2020,Nov,343,343.167,343.167,1,1
Nowohucka,2020,Dec,195,194.935,194.935,1,1
Nowohucka,2021,Jan,140,139.742,139.742,1,1
Nowohucka,2021,Feb,178,178.143,178.143,1,1
Nowohucka,2021,Mar,331,330.645,330.645,1,1
Nowohucka,2021,Apr,473,472.8,472.8,1,1
Nowohucka,2021,May,760,760.484,760.484,1,1
Nowohucka,2021,Jun,1080,1079.933,1079.933,1,1
Nowohucka,2021,Jul,947,946.935,946.935,1,1
Nowohucka,2021,Aug,746,745.645,745.645,1,1
Nowohucka,2021,Sep,680,679.867,679.867,1,1
Nowohucka,2021,Oct,506,505.839,505.839,1,1
Nowohucka,2021,Nov,303,302.6,302.6,1,1
Nowohucka,2021,Dec,146,145.677,145.677,1,1
Nowohucka,2022,Jan,122,122.387,122.387,1,1
Nowohucka,2022,Feb,194,193.643,193.643,1,1
Nowohucka,2022,Mar,405,405,405,1,1
Nowohucka,2022,Apr,427,426.9,426.9,1,1
Nowohucka,2022,May,1091,1091.258,1091.258,1,1
Nowohucka,2022,Jun,1177,1177.133,1177.133,1,1
Nowohucka,2022,Jul,997,997.29,997.29,1,1
Nowohucka,2022,Aug,1074,1074.484,1074.484,1,1
Nowohucka,2022,Sep,687,687.2,687.2,1,1
Nowohucka,2022,Oct,621,620.786,620.786,1,1
Nowohucka,2022,Nov,,,,1,1
Nowohucka,2022,Dec,,,,1,1
Smoleńsk,2016,Jan,,,,1,1
Smoleńsk,2016,Feb,,,,1,1
Smoleńsk,2016,Mar,,,,1,1
Smoleńsk,2016,Apr,,,,1,1
Smoleńsk,2016,May,,,,1,1
Smoleńsk,2016,Jun,,,,1,1
Smoleńsk,2016,Jul,,,,1,1
Smoleńsk,2016,Aug,,,,1,1
Smoleńsk,2016,Sep,,,,1,1
Smoleńsk,2016,Oct,,,,1,1
Smoleńsk,2016,Nov,,,,1,1
Smoleńsk,2016,Dec,,,,1,1
Smoleńsk,2017,Jan,,,,1,1
Smoleńsk,2017,Feb,,,,1,1
Smoleńsk,2017,Mar,,,,1,1
Smoleńsk,2017,Apr,,,,1,1
Smoleńsk,2017,May,,,,1,1
Smoleńsk,2017,Jun,,,,1,1
Smoleńsk,2017,Jul,,,,1,1
Smoleńsk,2017,Aug,,,,1,1
Smoleńsk,2017,Sep,,,,1,1
Smoleńsk,2017,Oct,,,,1,1
Smoleńsk,2017,Nov,357,357.318,357.318,1,1
Smoleńsk,2017,Dec,247,247.323,247.323,1,1
Smoleńsk,2018,Jan,237,236.645,236.645,1,1
Smoleńsk,2018,Feb,183,183.357,183.357,1,1
Smoleńsk,2018,Mar,279,278.968,278.968,1,1
Smoleńsk,2018,Apr,784,784.033,784.033,1,1
Smoleńsk,2018,May,920,920.226,920.226,1,1
Smoleńsk,2018,Jun,921,920.733,920.733,1,1
Smoleńsk,2018,Jul,772,771.742,771.742,1,1
Smoleńsk,2018,Aug,836,835.968,835.968,1,1
Smoleńsk,2018,Sep,818,818.2,818.2,1,1
Smoleńsk,2018,Oct,684,683.806,683.806,1,1
Smoleńsk,2018,Nov,463,463.1,463.1,1,1
Smoleńsk,2018,Dec,256,255.806,255.806,1,1
Smoleńsk,2019,Jan,192,191.806,191.806,1,1
Smoleńsk,2019,Feb,332,332,332,1,1
Smoleńsk,2019,Mar,489,488.935,488.935,1,1
Smoleńsk,2019,Apr,644,644.267,644.267,1,1
Smoleńsk,2019,May,721,720.645,720.645,1,1
Smoleńsk,2019,Jun,1041,1040.767,1040.767,1,1
Smoleńsk,2019,Jul,886,886.323,886.323,1,1
Smoleńsk,2019,Aug,857,857.065,857.065,1,1
Smoleńsk,2019,Sep,840,839.567,839.567,1,1
Smoleńsk,2019,Oct,807,806.903,806.903,1,1
Smoleńsk,2019,Nov,525,524.867,524.867,1,1
Smoleńsk,2019,Dec,390,389.71,389.71,1,1
Smoleńsk,2020,Jan,362,361.677,361.677,1,1
Smoleńsk,2020,Feb,362,361.966,361.966,1,1
Smoleńsk,2020,Mar,361,361.387,361.387,1,1
Smoleńsk,2020,Apr,380,379.867,379.867,1,1
Smoleńsk,2020,May,607,607.387,607.387,1,1
Smoleńsk,2020,Jun,885,885.433,885.433,1,1
Smoleńsk,2020,Jul,999,998.516,998.516,1,1
Smoleńsk,2020,Aug,961,960.645,960.645,1,1
Smoleńsk,2020,Sep,990,990.367,990.367,1,1
Smoleńsk,2020,Oct,701,701.065,701.065,1,1
Smoleńsk,2020,Nov,566,566.067,566.067,1,1
Smoleńsk,2020,Dec,427,426.516,426.516,1,1
Smoleńsk,2021,Jan,319,318.645,318.645,1,1
Smoleńsk,2021,Feb,340,339.679,339.679,1,1
Smoleńsk,2021,Mar,536,536.097,536.097,1,1
Smoleńsk,2021,Apr,601,601.133,601.133,1,1
Smoleńsk,2021,May,880,880.226,880.226,1,1
Smoleńsk,2021,Jun,1184,1184.167,1184.167,1,1
Smoleńsk,2021,Jul,1010,1009.742,1009.742,1,1
Smoleńsk,2021,Aug,833,832.806,832.806,1,1
Smoleńsk,2021,Sep,976,975.8,975.8,1,1
Smoleńsk,2021,Oct,867,866.935,866.935,1,1
Smoleńsk,2021,Nov,661,660.867,660.867,1,1
Smoleńsk,2021,Dec,408,408.419,408.419,1,1
Smoleńsk,2022,Jan,347,347.161,347.161,1,1
Smoleńsk,2022,Feb,447,447,447,1,1
Smoleńsk,2022,Mar,692,691.774,691.774,1,1
Smoleńsk,2022,Apr,696,696.067,696.067,1,1
Smoleńsk,2022,May,1149,1149.323,1149.323,1,1
Smoleńsk,2022,Jun,1196,1195.833,1195.833,1,1
Smoleńsk,2022,Jul,1023,1023,1023,1,1
Smoleńsk,2022,Aug,1014,1013.581,1013.581,1,1
Smoleńsk,2022,Sep,891,890.767,890.767,1,1
Smoleńsk,2022,Oct,901,901.357,901.357,1,1
Smoleńsk,2022,Nov,,,,1,1
Smoleńsk,2022,Dec,,,,1,1
Tyniecka,2016,Jan,,,,1,1
Tyniecka,2016,Feb,,,,1,1
Tyniecka,2016,Mar,,,,1,1
Tyniecka,2016,Apr,,,,1,1
Tyniecka,2016,May,,,,1,1
Tyniecka,2016,Jun,,,,1,1
Tyniecka,2016,Jul,,,,1,1
Tyniecka,2016,Aug,,,,1,1
Tyniecka,2016,Sep,,,,1,1
Tyniecka,2016,Oct,,,,1,1
Tyniecka,2016,Nov,,,,1,1
Tyniecka,2016,Dec,,,,1,1
Tyniecka,2017,Jan,,,,1,1
Tyniecka,2017,Feb,,,,1,1
Tyniecka,2017,Mar,,,,1,1
Tyniecka,2017,Apr,,,,1,1
Tyniecka,2017,May,,,,1,1
Tyniecka,2017,Jun,,,,1,1
Tyniecka,2017,Jul,,,,1,1
Tyniecka,2017,Aug,,,,1,1
Tyniecka,2017,Sep,,,,1,1
Tyniecka,2017,Oct,,,,1,1
Tyniecka,2017,Nov,315,314.563,314.563,1,1
Tyniecka,2017,Dec,210,210.355,210.355,1,1
Tyniecka,2018,Jan,213,212.968,212.968,1,1
Tyniecka,2018,Feb,147,147.071,147.071,1,1
Tyniecka,2018,Mar,419,418.613,418.613,1,1
Tyniecka,2018,Apr,2245,2244.7,2244.7,1,1
Tyniecka,2018,May,2682,2681.806,2681.806,1,1
Tyniecka,2018,Jun,1803,1802.5,1802.5,1,1
Tyniecka,2018,Jul,1916,1916.323,1916.323,1,1
Tyniecka,2018,Aug,2140,2139.677,2139.677,1,1
Tyniecka,2018,Sep,1764,1764.033,1764.033,1,1
Tyniecka,2018,Oct,1022,1021.968,1021.968,1,1
Tyniecka,2018,Nov,500,499.9,499.9,1,1
Tyniecka,2018,Dec,175,175.355,175.355,1,1
Tyniecka,2019,Jan,138,138.129,138.129,1,1
Tyniecka,2019,Feb,421,421.429,421.429,1,1
Tyniecka,2019,Mar,857,856.677,856.677,1,1
Tyniecka,2019,Apr,1184,1184.1,1184.1,1,1
Tyniecka,2019,May,1452,1451.645,1451.645,1,1
Tyniecka,2019,Jun,2618,2618.367,2618.367,1,1
Tyniecka,2019,Jul,2011,2010.548,2010.548,1,1
Tyniecka,2019,Aug,2268,2268.323,2268.323,1,1
Tyniecka,2019,Sep,1588,1587.567,1587.567,1,1
Tyniecka,2019,Oct,1272,1272.065,1272.065,1,1
Tyniecka,2019,Nov,521,520.5,520.5,1,1
Tyniecka,2019,Dec,328,327.903,327.903,1,1
Tyniecka,2020,Jan,294,294.097,294.097,1,1
Tyniecka,2020,Feb,396,396.034,396.034,1,1
Tyniecka,2020,Mar,780,779.806,779.806,1,1
Tyniecka,2020,Apr,993,993.333,993.333,1,1
Tyniecka,2020,May,2139,2139.452,2139.452,1,1
Tyniecka,2020,Jun,2695,2695.367,2695.367,1,1
Tyniecka,2020,Jul,2968,2967.806,2967.806,1,1
Tyniecka,2020,Aug,2915,2914.774,2914.774,1,1
Tyniecka,2020,Sep,2235,2235.1,2235.1,1,1
Tyniecka,2020,Oct,1170,1169.839,1169.839,1,1
Tyniecka,2020,Nov,821,821.267,821.267,1,1
Tyniecka,2020,Dec,362,361.806,361.806,1,1
Tyniecka,2021,Jan,291,291.387,291.387,1,1
Tyniecka,2021,Feb,397,397.071,397.071,1,1
Tyniecka,2021,Mar,858,857.935,857.935,1,1
Tyniecka,2021,Apr,1516,1515.967,1515.967,1,1
Tyniecka,2021,May,2172,2172.194,2172.194,1,1
Tyniecka,2021,Jun,3061,3061.333,3061.333,1,1
Tyniecka,2021,Jul,2546,2545.968,2545.968,1,1
Tyniecka,2021,Aug,2238,2238.097,2238.097,1,1
Tyniecka,2021,Sep,2043,2043.2,2043.2,1,1
Tyniecka,2021,Oct,1455,1454.613,1454.613,1,1
Tyniecka,2021,Nov,685,685.033,685.033,1,1
Tyniecka,2021,Dec,226,226.484,226.484,1,1
Tyniecka,2022,Jan,242,241.548,241.548,1,1
Tyniecka,2022,Feb,403,402.5,402.5,1,1
Tyniecka,2022,Mar,1023,1023,1023,1,1
Tyniecka,2022,Apr,1032,1032.067,1032.067,1,1
Tyniecka,2022,May,2902,2901.71,2901.71,1,1
Tyniecka,2022,Jun,2889,2888.833,2888.833,1,1
Tyniecka,2022,Jul,2460,2459.806,2459.806,1,1
Tyniecka,2022,Aug,2668,2668.194,2668.194,1,1
Tyniecka,2022,Sep,1471,1470.667,1470.667,1,1
Tyniecka,2022,Oct,1530,1530.429,1530.429,1,1
Tyniecka,2022,Nov,,,,1,1
Tyniecka,2022,Dec,,,,1,1
Wadowicka,2016,Jan,,,,1,1
Wadowicka,2016,Feb,,,,1,1
Wadowicka,2016,Mar,,,,1,1
Wadowicka,2016,Apr,,,,1,1
Wadowicka,2016,May,,,,1,1
Wadowicka,2016,Jun,,,,1,1
Wadowicka,2016,Jul,,,,1,1
Wadowicka,2016,Aug,,,,1,1
Wadowicka,2016,Sep,,,,1,1
Wadowicka,2016,Oct,,,,1,1
Wadowicka,2016,Nov,229,229.231,229.231,1,1
Wadowicka,2016,Dec,159,158.516,158.516,1,1
Wadowicka,2017,Jan,79,78.516,78.516,1,1
Wadowicka,2017,Feb,118,118.464,118.464,1,1
Wadowicka,2017,Mar,244,244.355,244.355,1,1
Wadowicka,2017,Apr,257,257.467,257.467,1,1
Wadowicka,2017,May,544,543.548,543.548,1,1
Wadowicka,2017,Jun,804,803.533,803.533,1,1
Wadowicka,2017,Jul,756,755.516,755.516,1,1
Wadowicka,2017,Aug,625,624.645,624.645,1,1
Wadowicka,2017,Sep,476,476.467,476.467,1,1
Wadowicka,2017,Oct,341,340.806,340.806,1,1
Wadowicka,2017,Nov,187,186.5,186.5,1,1
Wadowicka,2017,Dec,136,135.903,135.903,1,1
Wadowicka,2018,Jan,207,206.645,206.645,1,1
Wadowicka,2018,Feb,174,173.607,173.607,1,1
Wadowicka,2018,Mar,374,374.097,374.097,1,1
Wadowicka,2018,Apr,1114,1113.633,1113.633,1,1
Wadowicka,2018,May,1219,1219.161,1219.161,1,1
Wadowicka,2018,Jun,1304,1303.867,1303.867,1,1
Wadowicka,2018,Jul,1428,1427.71,1427.71,1,1
Wadowicka,2018,Aug,1374,1373.613,1373.613,1,1
Wadowicka,2018,Sep,1286,1286.1,1286.1,1,1
Wadowicka,2018,Oct,758,758.387,758.387,1,1
Wadowicka,2018,Nov,599,599.033,599.033,1,1
Wadowicka,2018,Dec,222,222.387,222.387,1,1
Wadowicka,2019,Jan,140,140.484,140.484,1,1
Wadowicka,2019,Feb,323,323.214,323.214,1,1
Wadowicka,2019,Mar,994,993.613,993.613,1,1
Wadowicka,2019,Apr,868,868.033,868.033,1,1
Wadowicka,2019,May,931,930.742,930.742,1,1
Wadowicka,2019,Jun,1472,1471.933,1471.933,1,1
Wadowicka,2019,Jul,1709,1708.581,1708.581,1,1
Wadowicka,2019,Aug,1430,1429.581,1429.581,1,1
Wadowicka,2019,Sep,1084,1084.367,1084.367,1,1
Wadowicka,2019,Oct,747,746.548,746.548,1,1
Wadowicka,2019,Nov,581,581.233,581.233,1,1
Wadowicka,2019,Dec,408,408.419,408.419,1,1
Wadowicka,2020,Jan,404,403.935,403.935,1,1
Wadowicka,2020,Feb,454,454.172,454.172,1,1
Wadowicka,2020,Mar,515,515.032,515.032,1,1
Wadowicka,2020,Apr,565,565,565,1,1
Wadowicka,2020,May,945,944.968,944.968,1,1
Wadowicka,2020,Jun,1204,1203.8,1203.8,1,1
Wadowicka,2020,Jul,1539,1539.452,1539.452,1,1
Wadowicka,2020,Aug,1490,1489.871,1489.871,1,1
Wadowicka,2020,Sep,1626,1626.133,1626.133,1,1
Wadowicka,2020,Oct,842,842.387,842.387,1,1
Wadowicka,2020,Nov,688,688.433,688.433,1,1
Wadowicka,2020,Dec,448,448.258,448.258,1,1
Wadowicka,2021,Jan,355,355.452,355.452,1,1
Wadowicka,2021,Feb,300,299.571,299.571,1,1
Wadowicka,2021,Mar,664,663.581,663.581,1,1
Wadowicka,2021,Apr,799,799,799,1,1
Wadowicka,2021,May,1172,1172.355,1172.355,1,1
Wadowicka,2021,Jun,1741,1741.233,1741.233,1,1
Wadowicka,2021,Jul,1591,1590.871,1590.871,1,1
Wadowicka,2021,Aug,1298,1298.194,1298.194,1,1
Wadowicka,2021,Sep,1319,1319.233,1319.233,1,1
Wadowicka,2021,Oct,1109,1109.258,1109.258,1,1
Wadowicka,2021,Nov,743,742.733,742.733,1,1
Wadowicka,2021,Dec,392,391.742,391.742,1,1
Wadowicka,2022,Jan,320,319.839,319.839,1,1
Wadowicka,2022,Feb,455,454.643,454.643,1,1
Wadowicka,2022,Mar,847,846.839,846.839,1,1
Wadowicka,2022,Apr,797,797.133,797.133,1,1
Wadowicka,2022,May,1527,1526.677,1526.677,1,1
Wadowicka,2022,Jun,1690,1689.867,1689.867,1,1
Wadowicka,2022,Jul,1595,1594.645,1594.645,1,1
Wadowicka,2022,Aug,1827,1827.065,1827.065,1,1
Wadowicka,2022,Sep,1344,1343.933,1343.933,1,1
Wadowicka,2022,Oct,1198,1197.714,1197.714,1,1
Wadowicka,2022,Nov,,,,1,1
Wadowicka,2022,Dec,,,,1,1
Wielicka,2016,Jan,,,,1,1
Wielicka,2016,Feb,,,,1,1
Wielicka,2016,Mar,,,,1,1
Wielicka,2016,Apr,,,,1,1
Wielicka,2016,May,,,,1,1
Wielicka,2016,Jun,,,,1,1
Wielicka,2016,Jul,,,,1,1
Wielicka,2016,Aug,,,,1,1
Wielicka,2016,Sep,,,,1,1
Wielicka,2016,Oct,,,,1,1
Wielicka,2016,Nov,264,263.615,263.615,1,1
Wielicka,2016,Dec,136,136.419,136.419,1,1
Wielicka,2017,Jan,85,85.032,85.032,1,1
Wielicka,2017,Feb,127,127.25,127.25,1,1
Wielicka,2017,Mar,334,334.032,334.032,1,1
Wielicka,2017,Apr,396,395.533,395.533,1,1
Wielicka,2017,May,802,801.581,801.581,1,1
Wielicka,2017,Jun,1194,1194.267,1194.267,1,1
Wielicka,2017,Jul,1096,1096.355,1096.355,1,1
Wielicka,2017,Aug,1078,1078.323,1078.323,1,1
Wielicka,2017,Sep,754,753.667,753.667,1,1
Wielicka,2017,Oct,499,499.194,499.194,1,1
Wielicka,2017,Nov,278,278.4,278.4,1,1
Wielicka,2017,Dec,150,149.516,149.516,1,1
Wielicka,2018,Jan,153,152.935,152.935,1,1
Wielicka,2018,Feb,108,108.393,108.393,1,1
Wielicka,2018,Mar,212,211.581,211.581,1,1
Wielicka,2018,Apr,1039,1039.1,1039.1,1,1
Wielicka,2018,May,1209,1209.032,1209.032,1,1
Wielicka,2018,Jun,1096,1095.733,1095.733,1,1
Wielicka,2018,Jul,1062,1061.871,1061.871,1,1
Wielicka,2018,Aug,1274,1274.161,1274.161,1,1
Wielicka,2018,Sep,1081,1080.867,1080.867,1,1
Wielicka,2018,Oct,797,796.839,796.839,1,1
Wielicka,2018,Nov,463,463.2,463.2,1,1
Wielicka,2018,Dec,222,221.839,221.839,1,1
Wielicka,2019,Jan,157,156.613,156.613,1,1
Wielicka,2019,Feb,327,327.321,327.321,1,1
Wielicka,2019,Mar,575,574.871,574.871,1,1
Wielicka,2019,Apr,915,914.633,914.633,1,1
Wielicka,2019,May,952,951.935,951.935,1,1
Wielicka,2019,Jun,1843,1842.667,1842.667,1,1
Wielicka,2019,Jul,1761,1760.871,1760.871,1,1
Wielicka,2019,Aug,1670,1669.935,1669.935,1,1
Wielicka,2019,Sep,1349,1348.5,1348.5,1,1
Wielicka,2019,Oct,1221,1221.387,1221.387,1,1
Wielicka,2019,Nov,689,689.2,689.2,1,1
Wielicka,2019,Dec,444,443.742,443.742,1,1
Wielicka,2020,Jan,416,416.226,416.226,1,1
Wielicka,2020,Feb,437,436.621,436.621,1,1
Wielicka,2020,Mar,541,541,541,1,1
Wielicka,2020,Apr,718,718.133,718.133,1,1
Wielicka,2020,May,1185,1185.387,1185.387,1,1
Wielicka,2020,Jun,1733,1733,1733,1,1
Wielicka,2020,Jul,2050,2050.484,2050.484,1,1
Wielicka,2020,Aug,1843,1842.548,1842.548,1,1
Wielicka,2020,Sep,1621,1620.833,1620.833,1,1
Wielicka,2020,Oct,934,933.839,933.839,1,1
Wielicka,2020,Nov,688,688.233,688.233,1,1
Wielicka,2020,Dec,423,423.419,423.419,1,1
Wielicka,2021,Jan,312,312.032,312.032,1,1
Wielicka,2021,Feb,360,360.036,360.036,1,1
Wielicka,2021,Mar,656,655.548,655.548,1,1
Wielicka,2021,Apr,855,855,855,1,1
Wielicka,2021,May,1352,1352.29,1352.29,1,1
Wielicka,2021,Jun,1957,1956.5,1956.5,1,1
Wielicka,2021,Jul,1751,1751.419,1751.419,1,1
Wielicka,2021,Aug,1414,1413.935,1413.935,1,1
Wielicka,2021,Sep,1411,1410.833,1410.833,1,1
Wielicka,2021,Oct,1121,1120.645,1120.645,1,1
Wielicka,2021,Nov,712,712.3,712.3,1,1
Wielicka,2021,Dec,347,346.613,346.613,1,1
Wielicka,2022,Jan,297,296.677,296.677,1,1
Wielicka,2022,Feb,412,411.964,411.964,1,1
Wielicka,2022,Mar,823,823.387,823.387,1,1
Wielicka,2022,Apr,857,857.233,857.233,1,1
Wielicka,2022,May,1811,1811.129,1811.129,1,1
Wielicka,2022,Jun,1886,1885.5,1885.5,1,1
Wielicka,2022,Jul,1661,1661.29,1661.29,1,1
Wielicka,2022,Aug,1818,1817.742,1817.742,1,1
Wielicka,2022,Sep,1248,1247.733,1247.733,1,1
Wielicka,2022,Oct,1168,1167.571,1167.571,1,1
Wielicka,2022,Nov,,,,1,1
Wielicka,2022,Dec,,,,1,1
